id,predicted
268613,694 492 925 542 960
268614,61 57 80 159 83
268615,824 792 815 550 887
268616,112 464 455 929 108
268617,262 257 254 261 260
268618,282 10 1008 9 673
268619,746 334 1005 335 1001
268620,76 897 580 800 648
268621,893 277 686 891 704
268622,972 482 975 491 978
268623,482 634 1005 990 978
268624,925 296 447 818 249
268625,134 45 111 144 138
268626,370 371 872 424 373
268627,76 71 580 517 800
268628,277 893 1006 906 269
268629,883 703 587 446 724
268630,61 57 655 64 68
268631,446 17 540 38 30
268632,45 145 134 234 245
268633,765 371 383 623 769
268634,383 765 746 315 371
268635,685 887 558 623 620
268636,800 17 808 743 38
268637,464 783 827 470 466
268638,490 488 491 482 466
268639,17 64 39 933 922
268640,1004 873 990 193 1005
268641,95 101 83 93 84
268642,492 883 565 503 890
268643,277 906 269 362 909
268644,962 540 446 323 885
268645,532 1008 9 539 1006
268646,848 906 840 429 269
268647,337 885 829 680 872
268648,493 540 724 702 496
268649,975 201 210 972 212
268650,277 517 326 891 399
268651,632 350 362 660 351
268652,906 937 685 857 362
268653,933 911 20 922 988
268654,234 200 167 655 178
268655,127 163 136 174 175
268656,464 260 724 112 257
268657,185 184 136 196 126
268658,83 158 174 161 177
268659,210 206 207 213 212
268660,57 61 80 159 83
268661,702 883 446 885 925
268662,51 42 41 39 54
268663,743 296 295 301 337
268664,134 92 222 245 79
268665,673 873 630 10 638
268666,531 260 38 28 17
268667,260 263 264 255 257
268668,134 145 45 111 743
268669,39 51 28 30 38
268670,193 180 176 162 165
268671,824 365 383 315 743
268672,61 57 80 73 14
268673,759 502 756 538 694
268674,36 17 61 955 38
268675,348 632 536 848 398
268676,293 301 805 743 824
268677,790 559 698 717 885
268678,39 28 61 30 38
268679,109 84 102 94 86
268680,184 183 185 196 259
268681,217 227 219 220 214
268682,668 1005 984 634 355
268683,559 446 703 883 790
268684,274 906 429 562 271
268685,962 446 384 540 493
268686,232 229 225 230 219
268687,39 30 51 42 38
268688,887 594 429 906 848
268689,490 483 335 466 488
268690,71 114 125 1008 109
268691,420 271 962 702 446
268692,620 557 623 765 840
268693,348 857 357 362 632
268694,517 371 277 594 620
268695,296 518 295 746 301
268696,229 232 241 227 217
268697,620 891 686 685 436
268698,178 222 167 234 86
268699,872 680 295 337 738
268700,467 678 378 177 533
268701,848 593 348 357 447
268702,929 962 702 446 610
268703,433 766 467 722 411
268704,969 565 502 759 492
268705,638 668 282 634 673
268706,914 557 269 396 904
268707,724 534 493 790 703
268708,893 686 620 685 623
268709,906 429 428 536 909
268710,978 753 1001 520 979
268711,686 768 685 893 891
268712,350 632 872 673 397
268713,201 208 198 207 203
268714,159 80 83 73 61
268715,492 883 694 542 565
268716,755 311 156 300 322
268717,174 163 355 160 351
268718,159 80 143 116 232
268719,136 175 192 127 172
268720,631 873 1004 984 995
268721,61 57 159 161 143
268722,263 260 264 255 257
268723,180 188 162 168 165
268724,534 493 464 717 727
268725,857 593 848 447 906
268726,492 890 565 872 620
268727,955 61 800 64 28
268728,282 673 857 557 875
268729,400 522 289 533 411
268730,539 537 542 541 532
268731,765 775 282 371 370
268732,224 231 209 208 203
268733,137 143 148 138 146
268734,924 447 917 916 920
268735,424 282 673 875 872
268736,1004 873 95 990 83
268737,890 620 623 427 851
268738,805 753 966 383 337
268739,45 134 145 86 557
268740,79 1005 351 518 538
268741,198 201 208 203 207
268742,400 522 966 533 666
268743,193 196 172 170 165
268744,71 114 800 79 77
268745,209 204 203 206 212
268746,724 538 883 565 753
268747,167 86 178 234 222
268748,840 397 680 849 914
268749,1008 1006 335 336 9
268750,632 397 428 350 399
268751,755 333 322 500 311
268752,128 129 126 127 183
268753,136 400 127 163 522
268754,193 196 175 128 170
268755,539 541 537 336 542
268756,311 322 300 289 278
268757,134 92 114 71 1006
268758,824 969 815 593 818
268759,51 39 30 720 520
268760,158 160 174 137 254
268761,64 51 36 30 39
268762,57 61 655 83 64
268763,1004 873 83 990 631
268764,61 64 28 39 57
268765,362 440 857 346 937
268766,975 978 972 491 990
268767,933 129 183 185 160
268768,906 594 887 848 277
268769,848 398 632 357 846
268770,159 143 161 148 80
268771,57 64 61 159 955
268772,336 9 539 753 978
268773,660 668 348 407 630
268774,158 183 160 83 176
268775,61 57 80 159 83
268776,887 827 493 540 496
268777,57 333 655 61 500
268778,887 271 558 893 885
268779,660 630 632 643 350
268780,906 362 857 215 260
268781,61 57 655 83 64
268782,247 216 250 243 236
268783,17 906 429 955 64
268784,765 620 282 371 890
268785,159 161 148 143 80
268786,559 396 790 698 455
268787,39 38 28 846 61
268788,277 619 802 562 329
268789,61 83 256 655 84
268790,64 333 57 61 655
268791,57 61 143 204 137
268792,493 962 534 540 933
268793,101 83 93 61 655
268794,424 282 373 428 872
268795,906 937 562 277 532
268796,1001 398 873 531 293
268797,447 923 823 883 917
268798,643 632 428 348 631
268799,61 57 80 73 28
268800,482 972 975 491 978
268801,493 848 827 540 724
268802,206 207 204 209 210
268803,906 532 362 536 660
268804,277 904 396 269 906
268805,698 887 558 271 941
268806,267 278 322 156 345
268807,128 129 126 127 183
268808,969 51 42 960 805
268809,95 86 88 99 94
268810,348 357 362 857 632
268811,539 532 336 537 518
268812,978 482 972 491 975
268813,632 840 643 630 350
268814,643 559 350 560 351
268815,101 95 93 84 222
268816,887 765 593 558 925
268817,1004 984 1005 995 1001
268818,893 277 517 1006 941
268819,493 887 540 724 827
268820,249 753 241 759 295
268821,593 893 686 768 277
268822,371 620 383 890 373
268823,192 168 165 162 170
268824,962 540 559 446 790
268825,638 282 634 673 875
268826,765 620 371 686 290
268827,464 466 86 94 491
268828,61 57 80 159 83
268829,929 455 917 447 918
268830,872 371 517 765 829
268831,686 893 277 685 891
268832,872 673 638 428 632
268833,824 447 134 818 960
268834,17 73 955 134 808
268835,311 322 278 333 267
268836,522 502 759 30 311
268837,593 594 685 558 893
268838,371 765 620 890 829
268839,446 703 610 559 883
268840,536 429 362 906 848
268841,537 296 518 373 542
268842,229 215 232 223 241
268843,660 632 631 643 668
268844,925 492 79 522 400
268845,236 220 230 247 215
268846,632 350 872 631 640
268847,743 539 541 336 885
268848,666 955 800 245 134
268849,112 108 106 117 113
268850,848 857 362 442 440
268851,92 83 93 84 174
268852,112 249 117 145 107
268853,61 57 83 64 80
268854,383 371 743 765 295
268855,790 559 587 743 558
268856,183 185 177 158 160
268857,580 800 109 743 84
268858,522 57 215 220 502
268859,848 593 619 447 765
268860,455 929 1 917 233
268861,344 122 112 108 117
268862,990 634 668 1004 398
268863,720 315 538 301 503
268864,1008 1006 738 336 334
268865,373 698 271 371 295
268866,872 680 428 424 849
268867,925 254 260 355 678
268868,57 61 83 80 116
268869,39 38 64 28 36
268870,668 384 634 484 1005
268871,753 295 565 541 502
268872,846 792 805 824 827
268873,885 337 559 424 872
268874,335 466 743 490 746
268875,517 282 897 623 851
268876,145 45 108 112 250
268877,213 207 197 206 199
268878,295 753 503 565 518
268879,83 101 116 93 80
268880,875 282 673 424 428
268881,643 995 1005 668 632
268882,484 746 490 334 466
268883,3 969 922 39 933
268884,400 533 753 541 502
268885,232 227 230 229 219
268886,134 222 145 245 234
268887,906 937 857 593 856
268888,686 685 557 623 396
268889,447 883 925 492 724
268890,594 277 686 860 891
268891,765 925 400 808 503
268892,703 559 883 610 698
268893,193 170 183 184 128
268894,86 464 99 94 112
268895,593 848 846 860 562
268896,411 678 766 400 722
268897,61 57 655 83 73
268898,660 1001 631 634 355
268899,61 28 3 39 955
268900,80 73 57 159 61
268901,61 57 80 116 73
268902,17 254 38 460 937
268903,873 678 143 1004 241
268904,83 101 92 84 93
268905,557 685 686 396 547
268906,3 800 398 955 16
268907,580 746 897 364 383
268908,336 301 738 746 485
268909,765 371 872 417 428
268910,532 542 660 632 539
268911,38 36 28 846 39
268912,755 411 722 456 766
268913,500 522 489 378 322
268914,61 57 83 3 129
268915,282 638 872 668 783
268916,517 399 872 937 685
268917,522 400 533 969 502
268918,216 230 243 198 236
268919,260 263 261 255 264
268920,185 183 259 158 184
268921,145 743 666 571 45
268922,520 39 805 38 969
268923,887 517 594 857 906
268924,373 295 720 724 883
268925,282 638 673 668 829
268926,241 236 232 227 220
268927,808 398 955 36 73
268928,823 920 447 917 923
268929,17 20 922 911 1008
268930,872 673 428 857 424
268931,885 518 446 476 485
268932,249 466 109 214 107
268933,362 906 536 937 277
268934,493 325 587 534 724
268935,885 446 559 630 587
268936,446 702 559 883 370
268937,1008 86 99 92 94
268938,960 383 805 969 593
268939,193 196 172 185 170
268940,765 371 620 282 623
268941,872 638 428 660 632
268942,114 966 1008 79 1006
268943,336 829 492 885 542
268944,680 872 371 517 941
268945,269 396 904 362 557
268946,116 114 118 77 125
268947,686 685 277 326 891
268948,57 143 61 148 83
268949,790 559 698 558 442
268950,893 685 134 686 1006
268951,1008 94 783 92 464
268952,428 424 271 282 446
268953,267 256 156 278 322
268954,301 518 537 371 295
268955,540 39 520 420 827
268956,94 93 86 95 92
268957,522 533 411 422 378
268958,371 883 765 383 373
268959,493 783 540 464 717
268960,1008 1006 114 125 109
268961,969 960 805 792 922
268962,83 158 101 177 93
268963,759 502 756 565 538
268964,893 371 890 686 620
268965,337 336 541 746 539
268966,144 138 45 147 148
268967,840 436 357 557 848
268968,192 170 196 193 176
268969,112 109 107 466 117
268970,848 429 906 846 887
268971,371 282 364 765 370
268972,890 687 620 829 695
268973,1001 518 384 476 746
268974,620 765 436 557 686
268975,51 42 30 39 28
268976,447 969 960 492 502
268977,145 45 250 134 102
268978,129 127 136 126 128
268979,39 64 846 38 800
268980,346 348 355 354 643
268981,51 42 41 30 54
268982,765 768 371 593 560
268983,559 446 790 493 885
268984,229 215 219 232 236
268985,83 911 933 966 92
268986,282 638 428 875 872
268987,783 470 464 1008 630
268988,357 632 840 848 399
268989,355 630 660 631 350
268990,887 424 846 271 839
268991,788 344 23 122 566
268992,593 887 400 775 765
268993,64 39 429 30 540
268994,790 743 885 466 783
268995,534 790 325 559 384
268996,673 872 849 875 337
268997,208 201 198 197 203
268998,447 344 455 917 818
268999,61 57 80 159 83
269000,396 937 906 440 593
269001,906 17 805 134 887
269002,724 790 534 703 559
269003,61 57 655 64 68
269004,559 446 703 610 594
269005,61 57 80 159 83
269006,808 660 510 39 562
269007,282 673 428 638 630
269008,396 904 848 914 269
269009,137 262 255 254 260
269010,230 216 236 243 220
269011,470 460 464 384 783
269012,193 172 165 180 196
269013,885 580 586 808 38
269014,61 57 36 28 38
269015,620 857 427 517 872
269016,136 183 129 185 127
269017,790 559 587 743 384
269018,267 322 311 156 333
269019,61 267 57 68 655
269020,534 493 724 790 718
269021,906 887 848 594 396
269022,57 61 68 398 206
269023,301 296 373 295 720
269024,1008 9 336 1006 10
269025,400 541 565 619 295
269026,759 400 753 533 541
269027,872 350 632 517 428
269028,86 99 234 92 88
269029,620 686 914 594 909
269030,848 429 906 436 428
269031,61 57 80 73 83
269032,9 1008 10 1007 966
269033,885 329 271 887 808
269034,138 144 148 325 384
269035,136 184 400 127 152
269036,827 724 887 790 534
269037,818 447 840 824 396
269038,620 428 848 371 373
269039,282 698 580 271 558
269040,790 332 534 559 325
269041,887 808 36 424 128
269042,491 920 677 990 464
269043,61 57 68 655 267
269044,580 673 638 875 337
269045,362 906 857 848 440
269046,138 144 203 137 201
269047,293 455 36 824 28
269048,580 541 770 427 510
269049,1008 783 885 464 1006
269050,558 857 473 354 941
269051,203 208 210 198 207
269052,250 243 247 216 217
269053,539 743 800 109 541
269054,906 848 887 593 428
269055,293 720 303 51 520
269056,883 398 542 531 362
269057,493 540 496 887 805
269058,962 540 446 534 724
269059,929 455 466 447 548
269060,61 57 28 36 64
269061,398 39 28 846 38
269062,269 904 362 277 396
269063,1 233 455 344 899
269064,112 106 108 117 107
269065,668 996 986 975 1005
269066,470 1008 738 743 466
269067,536 848 531 520 429
269068,14 80 3 73 57
269069,271 558 559 698 843
269070,61 57 80 159 83
269071,236 229 230 241 239
269072,83 116 74 73 79
269073,815 593 824 906 887
269074,117 114 107 125 116
269075,492 565 502 883 503
269076,536 520 531 542 532
269077,398 3 955 38 159
269078,966 86 988 92 933
269079,241 227 217 236 220
269080,746 301 470 296 738
269081,344 455 28 23 818
269082,129 127 133 126 163
269083,136 872 174 163 955
269084,61 57 80 159 83
269085,491 464 86 84 488
269086,917 447 824 818 920
269087,557 436 857 517 357
269088,746 541 336 518 337
269089,466 743 717 470 301
269090,517 941 851 906 937
269091,491 482 488 490 975
269092,180 195 185 193 489
269093,533 400 522 753 383
269094,232 227 17 229 933
269095,161 159 398 470 109
269096,267 322 278 311 345
269097,143 159 161 204 148
269098,214 217 220 215 247
269099,61 68 755 888 722
269100,1008 134 1006 473 114
269101,1008 539 1006 336 71
269102,57 83 61 64 101
269103,846 885 271 922 424
269104,848 38 36 429 30
269105,277 891 686 517 893
269106,14 536 3 38 510
269107,315 720 293 301 520
269108,344 92 86 114 71
269109,887 560 698 558 271
269110,335 109 490 102 1008
269111,559 540 703 962 790
269112,336 885 897 337 941
269113,424 492 565 503 829
269114,282 424 315 829 442
269115,243 220 216 250 217
269116,61 57 80 159 83
269117,61 57 655 64 68
269118,39 534 962 51 38
269119,638 282 673 634 872
269120,500 489 333 267 189
269121,560 394 427 428 941
269122,1008 1006 470 966 466
269123,73 83 57 79 74
269124,433 411 766 722 467
269125,620 890 565 436 623
269126,840 357 436 685 557
269127,619 802 277 562 617
269128,224 214 231 220 464
269129,371 765 897 580 775
269130,1006 1008 846 643 653
269131,175 128 193 196 172
269132,447 823 917 883 687
269133,83 116 74 101 79
269134,557 436 857 396 357
269135,470 464 201 398 1001
269136,540 493 534 962 496
269137,112 335 108 745 746
269138,1008 466 1006 490 468
269139,766 722 433 57 467
269140,488 490 86 234 145
269141,466 484 490 384 488
269142,593 802 960 805 906
269143,92 79 94 93 666
269144,61 57 80 64 28
269145,638 746 668 872 680
269146,933 885 922 911 17
269147,180 176 500 188 168
269148,790 724 717 558 559
269149,136 133 174 165 163
269150,565 502 492 520 503
269151,64 17 36 61 39
269152,790 493 827 534 724
269153,373 805 371 750 617
269154,1006 114 897 79 71
269155,74 83 107 71 93
269156,249 383 805 743 539
269157,848 315 840 436 447
269158,92 234 178 94 86
269159,488 490 334 86 84
269160,540 883 274 496 802
269161,250 249 247 243 227
269162,975 978 972 990 979
269163,398 362 440 873 937
269164,668 1005 660 634 996
269165,929 455 457 883 1
269166,773 271 36 502 756
269167,488 490 482 483 491
269168,227 250 247 243 236
269169,766 411 433 467 678
269170,95 93 83 94 873
269171,542 492 883 538 537
269172,39 17 64 20 38
269173,753 883 295 492 503
269174,9 979 1001 1007 974
269175,702 370 383 371 746
269176,565 492 890 503 769
269177,532 653 536 362 873
269178,532 805 539 1008 738
269179,536 562 539 937 532
269180,738 1008 335 336 966
269181,138 144 143 148 210
269182,30 17 64 39 38
269183,990 996 668 975 634
269184,490 470 334 476 986
269185,84 86 107 102 125
269186,759 502 756 503 565
269187,193 180 188 196 165
269188,587 484 485 384 325
269189,57 61 129 136 28
269190,743 383 371 292 765
269191,79 800 73 109 17
269192,1008 488 336 490 335
269193,61 57 20 64 955
269194,57 61 722 36 68
269195,51 39 28 536 64
269196,411 753 289 400 755
269197,685 557 686 277 891
269198,904 492 909 890 557
269199,447 455 344 917 920
269200,143 594 231 224 208
269201,960 277 271 858 694
269202,175 128 193 172 196
269203,502 753 805 800 759
269204,491 531 990 634 975
269205,77 16 14 83 116
269206,51 39 42 30 38
269207,83 80 116 73 101
269208,355 350 643 362 631
269209,906 594 277 593 887
269210,129 136 126 127 179
269211,39 559 64 702 885
269212,455 1 344 447 122
269213,57 722 61 766 433
269214,1004 1005 984 128 258
269215,277 685 686 234 893
269216,260 638 254 673 10
269217,678 245 222 234 200
269218,95 93 101 83 92
269219,36 38 813 808 846
269220,249 214 247 242 102
269221,128 175 133 192 165
269222,61 57 655 68 64
269223,112 108 145 106 117
269224,632 660 643 630 346
269225,873 362 631 643 653
269226,232 219 229 225 230
269227,138 144 148 147 137
269228,805 536 532 539 960
269229,464 491 466 488 490
269230,824 922 3 969 28
269231,446 883 559 447 687
269232,542 805 537 539 373
269233,61 57 80 159 83
269234,20 16 922 17 57
269235,128 126 127 183 133
269236,362 632 357 348 872
269237,112 539 106 108 113
269238,335 738 466 334 483
269239,914 447 594 904 802
269240,315 383 720 753 447
269241,61 57 28 36 3
269242,906 594 277 362 857
269243,848 840 397 824 429
269244,518 325 1001 384 380
269245,897 517 768 685 623
269246,262 254 259 257 258
269247,746 539 532 738 336
269248,885 559 558 446 702
269249,335 490 334 738 488
269250,755 311 411 766 422
269251,398 536 846 355 632
269252,885 350 428 424 336
269253,464 470 491 113 468
269254,790 384 464 476 466
269255,703 883 724 698 446
269256,824 447 815 818 593
269257,808 429 906 17 937
269258,840 357 436 904 362
269259,893 704 277 686 245
269260,61 14 80 64 28
269261,189 500 322 489 289
269262,136 127 126 163 129
269263,39 64 51 61 28
269264,969 960 753 492 805
269265,872 829 517 632 849
269266,322 311 156 267 300
269267,277 686 893 594 704
269268,262 255 148 137 257
269269,929 455 457 1 559
269270,57 61 39 64 28
269271,260 255 257 263 261
269272,962 446 559 274 594
269273,165 162 188 176 168
269274,558 580 906 271 473
269275,277 893 685 686 704
269276,447 965 824 960 818
269277,371 897 336 893 580
269278,857 593 872 517 937
269279,673 668 829 638 680
269280,207 197 206 213 199
269281,466 293 464 476 301
269282,79 192 158 127 873
269283,277 686 893 891 685
269284,355 631 632 660 872
269285,20 17 911 988 22
269286,857 558 397 470 937
269287,61 57 80 73 14
269288,893 686 685 891 277
269289,201 208 198 203 213
269290,208 214 217 216 220
269291,966 988 16 3 533
269292,906 887 593 594 848
269293,632 350 680 849 362
269294,966 911 988 17 922
269295,156 79 134 245 167
269296,638 632 668 282 630
269297,455 447 818 917 824
269298,92 101 71 93 79
269299,883 687 694 447 492
269300,738 746 335 295 745
269301,890 620 686 623 492
269302,117 107 109 106 112
269303,917 447 818 924 920
269304,61 57 655 68 64
269305,986 1001 1008 1006 470
269306,152 193 257 258 254
269307,824 969 447 818 960
269308,57 61 80 159 73
